lexeme	ambiguous	score
시안	0	50.0489
충동	0	50.0611
형량	0	50.0733
취약	1	50.0855
시중	1	50.0977
안티	0	50.1099
착수	0	50.0977
주둔	0	50.0854
중기	0	50.0732
화해	1	50.061
빵	0	50.0732
스테인리스	0	50.0853
페널티	0	50.0731
염	0	50.0853
진지	0	50.0975
공안	0	50.0853
형사	0	50.0731
부상	1	50.0852
부	0	50.0974
마이너스	0	50.1095
광장	0	50.0973
재발	0	50.1095
기염	0	50.0973
낙천	0	50.0851
체감	0	50.0729
교황	0	50.0608
부여	1	50.0729
기력	0	50.0607
공지	0	50.0486
독자	1	50.0364
묵인	0	50.0485
집	1	50.0364
여분	0	50.0243
시드니	0	50.0364
피겨	0	50.0242
조종	0	50.0364
인격	0	50.0485
캄보디아	0	50.0363
강서	0	50.0242
연금	0	50.0363
시리즈	1	50.0242
승자	0	50.0121
주교	0	50.0
아키타	0	50.0121
하늘	0	50.0
페미니즘	0	50.0121
추적	0	50.0
월북	0	49.9879
방심	0	50.0
확장	0	50.0121
연시	0	50.0
추위	1	49.9879
시군구	0	50.0
스타일	1	49.9879
하자	0	50.0
대의	0	50.0121
체류	0	50.0241
최대	0	50.0121
방	1	50.0241
철권	0	50.0362
자본	0	50.0241
선호	1	50.0361
견인	1	50.0482
세이브	0	50.0602
격차	0	50.0722
도움	1	50.0602
손해	1	50.0481
유행	1	50.0361
아웃	0	50.0481
거울	0	50.0601
배려	0	50.0721
메달	0	50.0841
학내	0	50.0721
불참	0	50.0841
협치	0	50.0961
필치	0	50.108
고의	0	50.096
물	1	50.084
특유	0	50.096
문병	0	50.1079
중계	0	50.0959
텔레비전	0	50.0839
실장	0	50.0719
변	1	50.0599
지역	1	50.0719
가재	0	50.0838
모근	0	50.0958
동양	0	50.0838
선집	0	50.0957
근조	0	50.1077
통증	0	50.0957
결제	0	50.1076
미혼	0	50.1196
선사	1	50.1076
향응	0	50.0956
과정	1	50.0836
실패	1	50.0956
담대	0	50.0836
방문	1	50.0716
타자	0	50.0597
쇄신	0	50.0716
소탕	1	50.0835
청년	0	50.0716
멜로디	0	50.0596
보육	0	50.0477
암반	0	50.0596
절제	0	50.0715
하청	0	50.0834
양상	0	50.0953
자살	1	50.0834
공간	1	50.0952
노래	1	50.1071
성우	0	50.0952
관료	0	50.1071
직선	0	50.0951
화간	0	50.107
명기	0	50.1189
조리	0	50.107
음지	0	50.1188
통근	0	50.1307
공력	0	50.1188
성동	0	50.1306
학자	0	50.1187
전이	0	50.1305
응모	0	50.1424
평소	0	50.1305
집중	1	50.1186
밀접	0	50.1304
자장면	0	50.1185
보안	1	50.1067
미대	0	50.0948
물류	1	50.0829
공관	0	50.0947
연내	0	50.1066
기행	0	50.0947
간선	0	50.0828
끝	1	50.0947
발제	0	50.1065
아가	0	50.0946
마산	0	50.1064
렌즈	0	50.1182
진작	0	50.13
메모리	0	50.1181
양곤	0	50.1299
비디오	0	50.1181
서울	1	50.1299
선임	1	50.118
예시	0	50.1062
연례	0	50.118
약학	0	50.1297
혐한	0	50.1179
석방	0	50.1297
감옥	0	50.1179
러시아	1	50.1061
영월	0	50.0943
근간	1	50.106
영토	0	50.0942
트레일	0	50.0824
승차	0	50.0706
수장	1	50.0824
불황	0	50.0706
반려	0	50.0588
취급	0	50.0706
말년	0	50.0588
고인	1	50.047
촉진	0	50.0353
채소	0	50.0235
인맥	0	50.0117
탕진	0	50.0
논란	0	49.9883
로펌	0	50.0
이번	0	49.9883
귀향	0	49.9765
장르	0	49.9883
참상	0	49.9765
골짜기	0	49.9648
당부	0	49.9766
에스토니아	0	49.9883
농사	0	50.0
주역	0	49.9883
참가	0	49.9766
보답	0	49.9883
천사	0	49.9766
들	0	49.9883
산림	0	50.0
포로	0	49.9883
빅딜	0	49.9766
일가	1	49.9649
서민	0	49.9766
씨	1	49.9883
거대	0	50.0
내사	0	49.9883
수용	1	49.9766
컨소시엄	0	49.965
소말리아	0	49.9533
청산	0	49.9417
찬사	0	49.9533
체액	0	49.9417
단계	0	49.93
우울	0	49.9417
경보	0	49.9534
최초	0	49.965
차액	0	49.9534
주행	0	49.9651
투서	0	49.9534
연속	0	49.9651
선로	0	49.9534
영화	1	49.9651
그래픽	0	49.9535
급증	0	49.9651
실상	0	49.9535
대잠	0	49.9651
해태	0	49.9768
청문	0	49.9651
규격	0	49.9768
여론	0	49.9652
공당	0	49.9768
불능	0	49.9884
재판	0	49.9768
최저	0	49.9884
선두	0	50.0
지지	1	50.0116
이모	0	50.0232
은인	0	50.0348
장년	0	50.0464
정쟁	0	50.0579
십상	0	50.0463
교정	0	50.0347
군민	0	50.0232
재해	0	50.0347
행태	0	50.0231
재편	0	50.0347
전주	0	50.0463
이해	1	50.0578
평양	0	50.0463
샌프란시스코	0	50.0347
날	1	50.0462
천국	0	50.0347
막강	0	50.0462
스키타이	0	50.0578
횟수	0	50.0693
세배	0	50.0808
다짐	1	50.0693
내홍	0	50.0577
비상	0	50.0461
심사	1	50.0346
양보	1	50.0461
함량	0	50.0346
대형	0	50.0461
구청	0	50.0346
추월	0	50.023
쿠키	0	50.0115
목욕	0	50.0
통학	0	49.9885
대표	1	49.977
유리	1	49.9655
수박	0	49.954
아토피	0	49.9425
고정	1	49.954
벽	1	49.9655
마르세유	0	49.954
건의	1	49.9655
개장	1	49.977
진통	1	49.9655
품격	0	49.977
이의	0	49.9656
거취	0	49.9541
예비	1	49.9656
성역	0	49.9541
티	1	49.9426
비정	0	49.9312
아수라	0	49.9427
수주	1	49.9312
결혼	0	49.9427
플레이트	0	49.9313
블랙리스트	0	49.9198
조총련	0	49.9313
욕	0	49.9199
몫	0	49.9313
편차	0	49.9428
질서	0	49.9542
서식	0	49.9657
엄단	0	49.9543
전서	0	49.9657
경청	0	49.9543
화학	0	49.9429
알카에다	0	49.9314
록	0	49.92
소자	0	49.9315
남송	0	49.9201
용지	0	49.9315
세법	0	49.9429
국유	0	49.9315
시론	0	49.9201
인도네시아	0	49.9088
솔로	0	49.9202
유작	0	49.9316
늑장	0	49.943
기재	0	49.9544
제시	1	49.9658
석	0	49.9544
태도	1	49.9431
발레리나	0	49.9545
대외	0	49.9659
재개	1	49.9545
흥행	0	49.9431
타점	0	49.9318
손실	0	49.9204
농담	0	49.9318
명의	1	49.9204
완수	0	49.9091
응원	1	49.8978
위안	0	49.8864
바깥	0	49.8751
피아니스트	0	49.8865
도	0	49.8751
과도	0	49.8638
후보	1	49.8525
양산	1	49.8412
적정	0	49.8299
프레슬리	0	49.8186
군수	1	49.83
분열	1	49.8187
약	1	49.83
국감	0	49.8414
안위	0	49.8528
장편	1	49.8641
질병	0	49.8528
방북	0	49.8642
난간	0	49.8529
단가	1	49.8416
환자	1	49.853
용인	0	49.8417
낙하	0	49.853
고부	0	49.8418
사골	0	49.8531
감면	1	49.8418
교단	0	49.8306
흑자	0	49.8193
방향	1	49.8081
허브	0	49.7968
형법	0	49.8082
디즈니	0	49.7969
개조	0	49.8083
주입	0	49.797
타이틀	0	49.8083
대피	0	49.8197
패망	0	49.8084
쓰레기	1	49.8197
해변	0	49.831
전도	0	49.8198
순간	1	49.8086
총재	1	49.8199
처벌	0	49.8312
매미	0	49.82
국가주석	0	49.8088
방관	0	49.8201
체제	1	49.8313
무	0	49.8201
공략	0	49.8089
사정	1	49.7978
형성	0	49.809
카자흐스탄	0	49.8203
항만	0	49.8091
유럽	0	49.7979
회색	0	49.8092
수원	0	49.8205
출장	1	49.8317
대일	0	49.843
악법	0	49.8318
응시	0	49.843
이동	1	49.8319
연임	0	49.8431
기기	0	49.8544
원료	0	49.8656
아세안	0	49.8544
행보	1	49.8657
라식	0	49.8545
영예	0	49.8657
동선	0	49.8546
종로	0	49.8658
수업	1	49.877
저널	0	49.8882
신념	1	49.8994
방중	0	49.9106
본지	0	49.8994
선전	1	49.9106
비서	1	49.8995
양국	1	49.9107
부착	0	49.9219
패럴림픽	0	49.933
시사	1	49.9442
리사이틀	0	49.9331
변칙	0	49.9442
구호	0	49.9554
취락	0	49.9666
유발	0	49.9777
철저	0	49.9889
가게	0	50.0
환송	0	49.9889
나르시스	0	50.0
열정	1	50.0111
계약	1	50.0
영재	0	50.0111
사례	1	50.0223
외신	0	50.0334
환생	0	50.0222
브뤼셀	0	50.0111
첩보	0	50.0
카드	1	50.0111
우려	0	50.0
휴가	0	49.9889
하동	1	50.0
누설	0	49.9889
창출	1	49.9778
강연	0	49.9667
우량	0	49.9556
시청	1	49.9667
마술	0	49.9778
컵	0	49.9667
객석	0	49.9557
시당	0	49.9446
외화	0	49.9335
표방	0	49.9224
정관	0	49.9335
세미나	0	49.9446
금전	0	49.9557
주례	0	49.9668
외과	0	49.9779
징용	0	49.9668
증진	0	49.9558
로봇	0	49.9668
중소	0	49.9558
입주	1	49.9668
일체	0	49.9558
주차	1	49.9669
신앙	0	49.9558
초연	0	49.9669
처가	0	49.9779
모니터	0	49.9669
답방	0	49.9779
빈혈	0	49.9669
배정	0	49.9559
해이	0	49.9448
시비	1	49.9559
약자	0	49.9449
동안	1	49.9559
전환	1	49.9449
은폐	0	49.9559
일시	0	49.9449
주최	0	49.9559
본진	0	49.9449
난색	0	49.9339
신병	1	49.945
회동	0	49.934
화가	0	49.945
건강	1	49.934
명목	1	49.923
돌입	0	49.912
단점	0	49.9011
철분	0	49.8901
문헌	0	49.9011
수첩	0	49.9121
섹스	0	49.9012
규약	0	49.8902
해역	0	49.9012
손자	0	49.8903
어조	0	49.9013
자립	0	49.9122
고아	0	49.9013
재생	1	49.9123
인력	0	49.9233
하	0	49.9342
활력	0	49.9452
종말	0	49.9343
인원	0	49.9452
전적	1	49.9343
사항	0	49.9453
굴욕	0	49.9562
녹취	0	49.9453
한문	0	49.9562
형수	0	49.9672
준설	0	49.9563
공포	1	49.9672
시위	1	49.9563
명맥	0	49.9672
친필	0	49.9781
영해	0	49.9891
랭킹	0	50.0
면접	0	49.9891
미행	0	50.0
만찬	0	50.0109
공갈	0	50.0
태산	0	49.9891
소문	1	49.9782
컷	0	49.9673
대비	1	49.9782
장인	0	49.9891
대상	1	50.0
수질	0	50.0109
대왕	0	50.0
황폐	0	50.0109
설문	0	50.0218
중견	0	50.0109
교훈	0	50.0218
억울	0	50.0109
본연	1	50.0218
처리	1	50.0326
부품	0	50.0217
학번	0	50.0109
재주	0	50.0217
밀	0	50.0326
극지	0	50.0435
단장	1	50.0326
실력	0	50.0217
님비	0	50.0109
포기	1	50.0217
패킷	0	50.0326
보합	0	50.0217
월이	0	50.0325
중원	0	50.0434
해외	0	50.0542
먼로	0	50.065
백신	1	50.0759
이륙	0	50.065
추락	1	50.0542
아이디	0	50.065
병사	0	50.0541
백서	0	50.0433
화	0	50.0541
송도	0	50.0649
행위	1	50.0757
요건	0	50.0865
성지	0	50.0757
개별	0	50.0649
탑등	0	50.0541
멤버십	0	50.0649
마라톤	0	50.0756
민선	0	50.0864
유네스코	0	50.0756
창	0	50.0864
사이	1	50.0972
총회	0	50.0864
드링크	0	50.0971
난자	0	50.0863
속초	0	50.0755
출몰	0	50.0647
선실	0	50.0755
호응	1	50.0647
얼마	0	50.0539
권력	0	50.0431
산사	0	50.0323
원본	0	50.0215
시공	0	50.0108
구민	0	50.0
즉답	0	49.9892
입안	0	50.0
철폐	0	49.9892
진위	0	50.0
강력	1	50.0108
원죄	0	50.0
사물	0	50.0108
정품	0	50.0215
세부	0	50.0107
조칙	0	50.0
교체	0	50.0107
헌화	0	50.0215
수시	1	50.0322
방점	0	50.0429
인화	0	50.0322
증명	1	50.0429
조문	0	50.0322
주효	0	50.0429
위험	0	50.0322
업데이트	0	50.0214
상영	0	50.0322
화성	0	50.0429
증대	0	50.0321
조절	1	50.0214
개인	1	50.0107
자랑	0	50.0214
리베이트	0	50.0107
기혼	0	50.0
일부	0	50.0107
결방	0	50.0
포럼	0	50.0107
야인	0	50.0
도하	0	49.9893
영감	0	49.9786
고층	1	49.9679
재물	0	49.9786
스폰서	1	49.9893
다툼	0	49.9786
수의	0	49.9893
돌파	1	50.0
코	0	49.9893
파직	0	50.0
온기	0	50.0107
참회	0	50.0213
리비아	0	50.0107
남발	0	50.0213
무장	1	50.032
수갑	0	50.0213
과적	0	50.0107
경차	0	50.0
벌	1	50.0106
당시	1	50.0213
도난	0	50.0106
수법	0	50.0
제창	0	50.0106
메기	0	50.0
민감	0	50.0106
득세	0	50.0213
한약	0	50.0106
낭독	0	50.0213
편안	0	50.0106
요리	1	50.0212
단행	0	50.0319
덤	0	50.0212
페테르부르크	0	50.0106
화엄	0	50.0212
수록	0	50.0106
전남	0	50.0
노원	0	49.9894
수여	0	49.9788
어불성설	0	49.9894
산소	0	49.9788
각종	0	49.9682
병균	0	49.9788
법당	0	49.9682
진전	1	49.9576
어선	0	49.9682
정확	0	49.9576
약정	0	49.9471
본상	0	49.9365
필자	0	49.9259
위조	0	49.9365
품종	1	49.9471
언덕	0	49.9577
집권	0	49.9471
남해	0	49.9577
육수	0	49.9472
침	0	49.9366
형태	1	49.9261
합심	0	49.9366
본보	0	49.9261
번지	0	49.9367
공표	0	49.9472
서정	0	49.9578
강판	1	49.9472
굴기	0	49.9578
진영	0	49.9473
자아	0	49.9578
여권	1	49.9473
연장	1	49.9578
표절	0	49.9473
호가	0	49.9579
서방	0	49.9684
출산	0	49.9789
축사	1	49.9895
잠복	0	49.9789
모래	0	49.9895
언니	1	50.0
무용지물	0	50.0105
만능	0	50.0
거치	0	50.0105
시도	1	50.0
기본	0	50.0105
탈취	0	50.021
주문	1	50.0105
소라	0	50.0
명상	1	49.9895
부국	0	50.0
함미	0	50.0105
대인	0	50.021
개명	0	50.0315
상자	1	50.042
이면	0	50.0315
국	0	50.0419
최소	1	50.0315
혼사	0	50.0419
표면	0	50.0524
연구	1	50.0629
킹	0	50.0524
경관	0	50.0419
설계	1	50.0524
사채	1	50.0419
인색	0	50.0523
터키	1	50.0628
장애	0	50.0523
입장	1	50.0628
모교	0	50.0523
존치	0	50.0627
허기	0	50.0732
양해	0	50.0836
연좌	0	50.0731
연일	0	50.0627
매장	0	50.0522
영입	0	50.0418
시디	0	50.0522
컨슈머	0	50.0626
급락	0	50.0731
흙	0	50.0835
수확	1	50.0939
노조	0	50.1043
도시	1	50.0938
패널	0	50.0834
관찰	0	50.073
사이버	0	50.0834
이마	0	50.0729
부안	0	50.0833
탓	1	50.0729
전부	1	50.0625
악의	0	50.0521
직후	0	50.0416
한	1	50.0312
탑승	0	50.0416
예술	1	50.0312
불운	0	50.0208
유학	1	50.0312
초반	1	50.0208
색상	0	50.0312
다양	0	50.0208
타이완	0	50.0312
기술	1	50.0415
제보	0	50.0519
회원	0	50.0415
나스닥	0	50.0519
패스	0	50.0415
마진	0	50.0519
전사	0	50.0622
피난	0	50.0726
영양	0	50.083
고개	1	50.0726
시타	0	50.0829
할아버지	0	50.0933
휴식	0	50.0829
선악	0	50.0932
별도	1	50.1036
각색	0	50.1139
유기	0	50.1035
연정	0	50.0931
벤처	0	50.1035
작중	0	50.0931
터널	0	50.0827
사연	1	50.0724
바이올린	0	50.0827
식물	0	50.093
심판	1	50.0827
옥천	0	50.093
스위스	0	50.1033
본교	0	50.093
점포	0	50.0826
함유	0	50.0929
매매	0	50.0826
진실	1	50.0929
지연	1	50.0825
만루	0	50.0722
경과	0	50.0825
고과	0	50.0722
썰매	0	50.0825
시조	1	50.0928
기아	0	50.0824
이름	1	50.0927
천장	1	50.0824
발상	1	50.0721
방위	0	50.0618
악보	0	50.0721
아리랑	0	50.0823
스카우트	0	50.0926
분노	0	50.1029
하노이	0	50.1131
산타	0	50.1028
발송	0	50.0925
존중	0	50.0822
진입	0	50.0719
스트레칭	0	50.0617
등급	1	50.0719
약체	0	50.0616
임차	0	50.0513
문자	0	50.0616
소유	1	50.0513
백성	0	50.0616
비	1	50.0718
소산	0	50.0616
표류	0	50.0718
남원	0	50.0615
농지	0	50.0513
관객	0	50.041
어른	1	50.0512
법	0	50.041
카타르	0	50.0512
출루	0	50.041
날씨	0	50.0307
휴전	1	50.0205
역량	0	50.0307
속도	1	50.0205
후반	0	50.0307
이관	0	50.0409
동의	1	50.0307
조언	0	50.0204
장마	0	50.0102
알짜	1	50.0
상담	0	49.9898
감염	1	49.9796
열성	0	49.9694
회의	1	49.9796
준비	1	49.9898
내실	0	50.0
납입	0	50.0102
시점	1	50.0
출력	0	50.0102
전화위복	0	50.0
설	1	49.9898
자리	1	50.0
개최	0	50.0102
운동	1	50.0
매점	0	50.0102
옆	0	50.0
유적	0	49.9898
치졸	0	49.9796
연기	1	49.9695
소신	0	49.9796
문인	0	49.9695
검토	1	49.9593
검색	0	49.9695
무수	0	49.9593
새	1	49.9492
불의	0	49.939
사의	1	49.9288
결심	0	49.939
만화	0	49.9492
만혼	0	49.9594
주지	0	49.9695
생애	0	49.9594
부재	0	49.9492
바람	1	49.9391
지인	0	49.929
도로	0	49.9188
해	1	49.9087
전생	0	49.9189
불	1	49.929
음식	0	49.9392
온정	0	49.9493
확충	0	49.9595
임상	0	49.9696
엔트리	0	49.9797
공평	0	49.9899
과로	0	49.9797
분유	0	49.9696
표	1	49.9798
방통위	0	49.9899
영변	0	50.0
여유	1	49.9899
시행	1	50.0
철	1	49.9899
교실	0	49.9798
홈	0	49.9899
칼럼	0	50.0
심야	0	50.0101
효과	1	50.0202
설욕	0	50.0303
춤	0	50.0404
적지	0	50.0505
소위	0	50.0404
로이터	0	50.0505
집필	0	50.0605
향상	0	50.0706
시네마테크	0	50.0807
체력	0	50.0706
법칙	0	50.0806
폭등	0	50.0907
입양	0	50.1008
면적	0	50.1108
점장	0	50.1209
황서	0	50.1108
송금	0	50.1007
역풍	1	50.1107
여성	1	50.1006
의제	1	50.1107
서브	0	50.1006
친선	0	50.0905
단원	0	50.0805
펜싱	0	50.0704
확진	0	50.0804
명소	0	50.0704
집회	0	50.0804
옵서버	0	50.0703
주시	0	50.0603
보수	1	50.0502
기여	1	50.0402
충성	0	50.0301
특례	0	50.0401
도출	0	50.0502
하남	0	50.0602
천연	0	50.0702
법치	0	50.0802
영구	0	50.0902
실망	1	50.1002
빙하	0	50.1102
수중	0	50.1202
실랑이	0	50.1302
아이	1	50.1402
기념	0	50.1302
푸념	0	50.1402
논	0	50.1301
상식	1	50.1201
일대	0	50.1301
궁극	0	50.12
현황	0	50.13
교육	1	50.14
미스	0	50.13
홍수	0	50.12
경남	0	50.1099
침투	1	50.0999
파주	0	50.0899
송파	0	50.0999
초콜릿	0	50.1098
직결	0	50.0998
사방	0	50.1098
서구	1	50.0998
항일	0	50.1098
라벨	0	50.1197
특화	0	50.1097
곡선	0	50.0997
참석	0	50.0897
배낭	0	50.0997
표명	0	50.1096
판타지	1	50.1196
왕실	0	50.1096
가증	0	50.1195
두둔	0	50.1295
랍스터	0	50.1195
더미	0	50.1294
엔지니어	0	50.1194
디스토피아	0	50.1095
추모	0	50.1194
약화	1	50.1293
공짜	0	50.1392
대여	0	50.1293
개척	0	50.1392
다큐	0	50.1491
생후	0	50.1391
육사	0	50.1291
위용	0	50.1391
야생	0	50.149
위법	0	50.1589
특보	0	50.1688
거악	0	50.1786
쇠퇴	0	50.1885
다큐멘터리	0	50.1984
친위	0	50.1885
구단	1	50.1785
상류	0	50.1686
보선	0	50.1586
결말	0	50.1685
상황	1	50.1784
피서	0	50.1882
호주	0	50.1783
집착	0	50.1684
왕조	0	50.1584
이성	0	50.1485
출신	0	50.1584
질의	0	50.1484
의향	0	50.1385
통제	1	50.1286
경북	0	50.1187
손주	0	50.1088
전방	0	50.0989
자재	0	50.089
관절	0	50.0791
겨냥	0	50.0692
장점	0	50.0593
나라	1	50.0494
전세	1	50.0592
중동	0	50.0494
잡지	0	50.0592
우세	0	50.0691
대신	1	50.0789
베토벤	0	50.069
지칭	0	50.0592
피고	0	50.069
화산	0	50.0789
조율	1	50.0887
면회	0	50.0985
소서	0	50.0887
한지	0	50.0788
떡	0	50.0689
본말	0	50.0788
학회	0	50.0886
영합	0	50.0787
여인	0	50.0886
아코디언	0	50.0787
성립	0	50.0689
곳	1	50.0787
신형	0	50.0885
구	1	50.0786
창당	0	50.0885
남구	0	50.0983
역행	1	50.0884
판문점	0	50.0982
실수	1	50.0884
너바나	0	50.0786
신혼	0	50.0884
종족	0	50.0785
반환	0	50.0687
흥	0	50.0589
달력	0	50.049
의무	1	50.0588
새로움	0	50.0686
군단	1	50.0588
강국	0	50.0686
후학	0	50.0588
농민	0	50.0686
패턴	0	50.0588
비관	0	50.049
알레르기	0	50.0588
재래	0	50.049
이완	0	50.0392
메커니즘	0	50.0489
연산	0	50.0587
럭셔리	0	50.0489
톨스토이	0	50.0587
조련	0	50.0489
카탈루냐	0	50.0587
마운드	0	50.0489
과학	0	50.0391
테이블	0	50.0293
위생	0	50.0391
신협	0	50.0488
심의	0	50.0586
파면	0	50.0488
유혹	0	50.0586
인절미	0	50.0488
남한	0	50.0585
납	0	50.0488
관례	0	50.0585
승진	1	50.0683
충청	0	50.078
시속	0	50.0877
모국	0	50.078
등재	0	50.0682
지출	1	50.0585
터득	0	50.0682
학칙	0	50.0584
후임	0	50.0487
며느리	0	50.0584
데뷔	0	50.0487
시험	1	50.0389
화랑	0	50.0486
뉴스	0	50.0584
상하이	0	50.0486
쿠데타	0	50.0389
메일	1	50.0486
본인	1	50.0389
유독	0	50.0486
창동	0	50.0389
검열	0	50.0486
파계	0	50.0389
전속	0	50.0291
청소	0	50.0388
야기	0	50.0485
본선	0	50.0582
반입	0	50.0485
국내	1	50.0582
파트	1	50.0485
첨삭	0	50.0388
회비	0	50.0291
강요	0	50.0194
민간	0	50.0097
방식	0	50.0194
능선	0	50.0291
주인	1	50.0194
호기	0	50.0291
숙취	0	50.0387
쥐	1	50.0484
복장	0	50.0581
감축	0	50.0484
원활	0	50.058
정도	1	50.0677
투명	0	50.058
커뮤니케이션	0	50.0677
치질	0	50.058
호남	0	50.0677
이임	0	50.058
탄자니아	0	50.0676
카메라	0	50.0773
신축	0	50.0869
부실	0	50.0772
빨치산	0	50.0869
해운	0	50.0965
로마	0	50.0869
악재	0	50.0965
중재	0	50.0868
합류	1	50.0965
곤충	0	50.1061
슬로건	0	50.1157
분란	0	50.1253
우편	0	50.1349
인플레	0	50.1445
심포지엄	0	50.1541
친형	0	50.1445
주가	1	50.1541
콘서트	0	50.1637
평생	0	50.1733
수당	0	50.1829
욕구	0	50.1732
파리	0	50.1828
각각	0	50.1924
망신	1	50.202
박스	0	50.2115
하역	0	50.2211
선포	0	50.2115
회복	1	50.2018
착공	1	50.1922
배터리	0	50.2017
우	0	50.2113
중요	1	50.2209
지대	1	50.2112
일고	0	50.2208
야권	0	50.2111
시리아	0	50.2207
태아	0	50.2111
산후	0	50.2206
공복	0	50.211
혼합	0	50.2205
업계	0	50.2301
흥미	0	50.2396
운용	0	50.23
에너지	1	50.2395
베팅	0	50.249
상위	0	50.2394
빈곤	1	50.2489
고위	0	50.2585
일각	0	50.2489
현관	0	50.2584
폭설	0	50.2679
구조	1	50.2583
영상	0	50.2678
해시태그	0	50.2582
존경	0	50.2486
브라질	1	50.239
대항	0	50.2485
친지	0	50.258
실천	1	50.2484
연대	1	50.2388
도박	1	50.2292
부진	0	50.2196
지진	0	50.2291
권역	0	50.2195
침해	0	50.229
협약	1	50.2194
격변	0	50.2098
체납	0	50.2003
국장	1	50.1907
암살	0	50.2002
하루	1	50.1906
명	0	50.2001
초범	0	50.1905
교대	0	50.2
혁명	1	50.2095
전	1	50.219
남획	0	50.2094
묵	0	50.1999
도성	0	50.2094
흉기	0	50.2188
비위	0	50.2093
상정	0	50.1997
징수	0	50.1902
배추	0	50.1806
유시시	0	50.1711
황해북도	0	50.1806
상봉	0	50.171
구미	0	50.1615
담당	1	50.171
산악	0	50.1804
한도	0	50.1899
음량	0	50.1804
협정	0	50.1898
병상	0	50.1993
코미디	0	50.2087
주임	0	50.2182
외투	0	50.2086
후속	0	50.2181
의아	0	50.2086
충격	1	50.1991
수반	0	50.1895
관전	0	50.199
죄	1	50.1895
소통	1	50.18
부대	1	50.1705
플루토늄	0	50.161
전달	1	50.1704
시작	1	50.1798
장례	0	50.1893
무효	1	50.1798
연료	0	50.1892
대금	0	50.1986
경고	1	50.1891
익사	0	50.1985
재미	1	50.189
파동	0	50.1985
케냐	0	50.189
탈퇴	0	50.1795
막걸리	0	50.17
룰	0	50.1605
순천	0	50.1511
대함	0	50.1416
출전	1	50.1321
댁	0	50.1227
참여	1	50.1132
유보	0	50.1226
금	1	50.1132
엠디	0	50.1226
모의	0	50.1131
모면	0	50.1037
벼랑	0	50.1131
참조	0	50.1036
전면	1	50.113
제한	0	50.1036
포퓰리즘	0	50.113
금수	0	50.1224
추측	0	50.1318
광복	0	50.1223
선점	0	50.1317
히로시마	0	50.1411
완파	0	50.1505
사건	1	50.1599
이닝	0	50.1692
출국	0	50.1786
책임	1	50.1692
기근	0	50.1785
고문	1	50.1691
의식	1	50.1597
문	1	50.169
접촉	1	50.1596
바이러스	1	50.1502
마니아	0	50.1408
연행	0	50.1502
결선	0	50.1407
증설	0	50.1501
경력	1	50.1407
혼례	0	50.15
일제	1	50.1594
상품	1	50.15
무심	0	50.1406
철도	0	50.1312
인쇄	0	50.1218
대결	1	50.1311
한족	0	50.1217
단풍	0	50.1311
합동	0	50.1404
교장	0	50.131
선	1	50.1404
업체	1	50.1497
충정	0	50.1403
루머	0	50.1309
타산지석	0	50.1403
지사	1	50.1496
시골	0	50.1402
추세	0	50.1495
바닥	0	50.1402
질환	0	50.1308
민생	0	50.1401
측근	0	50.1494
사실	1	50.1401
탈출	0	50.1494
비극	1	50.14
오이	0	50.1306
왈가왈부	0	50.14
논문	0	50.1493
반복	1	50.1586
각도	0	50.1492
다이아몬드	0	50.1585
공원	0	50.1491
자궁	0	50.1398
고집	0	50.1305
생일	0	50.1211
정설	0	50.1304
불펜	0	50.1211
고무	1	50.1304
아랑곳	0	50.121
파악	1	50.1303
역점	0	50.1396
지위	0	50.1489
발부	0	50.1581
인플레이션	0	50.1488
청취	1	50.1581
기후	0	50.1673
파	0	50.158
입구	0	50.1673
나이	1	50.1765
직장	1	50.1672
경선	0	50.1579
수탈	0	50.1486
내용	1	50.1393
의학	0	50.13
호전	0	50.1392
특검	0	50.1485
혜택	0	50.1392
산맥	0	50.1484
단위	1	50.1577
한미	0	50.1669
동경	0	50.1762
아스콘	0	50.1854
바이어	0	50.1946
캐디	0	50.2039
난동	0	50.1946
각주	0	50.1853
논의	1	50.1945
긴장	1	50.2037
진학	1	50.1944
강남	1	50.2036
그릇	0	50.1943
재가	1	50.185
첨병	0	50.1758
순리	0	50.1665
단축	0	50.1572
진료	0	50.1664
의중	0	50.1571
오픈	0	50.1479
연방	0	50.1386
각국	0	50.1293
우라늄	0	50.1386
국과수	0	50.1293
바르셀로나	0	50.1385
쇄	0	50.1477
마감	0	50.1569
프로모션	0	50.1477
압사	0	50.1384
매도	1	50.1292
보성	0	50.1384
유형	1	50.1475
앤드	0	50.1383
이웃	0	50.1291
스님	0	50.1382
폐막	0	50.129
시구	0	50.1382
수급	0	50.1474
산물	0	50.1381
헌혈	0	50.1289
승점	0	50.1381
창간	0	50.1289
교신	0	50.138
편집	0	50.1472
낙태	0	50.1564
환상	0	50.1656
재선	0	50.1747
들러리	0	50.1839
위촉	0	50.1931
제일	0	50.1838
번영	0	50.193
수심	0	50.1838
당장	1	50.1745
주제	1	50.1837
업무	1	50.1928
정서	1	50.1836
결단	0	50.1928
샷	0	50.1836
발행	1	50.1743
취소	0	50.1835
과제	1	50.1926
친분	0	50.1834
냉방	0	50.1742
유린	0	50.165
서점	1	50.1558
에어컨	0	50.165
관여	0	50.1741
초래	1	50.1832
담배	0	50.1923
지장	0	50.1832
거명	0	50.174
